id_str,true_label,pred_label,pred_confidence,filter_used,file_loc
9344,NOT_DISTURBED,NOT_DISTURBED,0.9843471,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_9344.jpg
5527,NOT_DISTURBED,NOT_DISTURBED,0.9944753,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_5527.jpg
3551,NOT_DISTURBED,NOT_DISTURBED,0.9772205,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_3551.jpg
984,NOT_DISTURBED,NOT_DISTURBED,0.9994487,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_984.jpg
1640,NOT_DISTURBED,NOT_DISTURBED,0.99651366,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_1640.jpg
6694,NOT_DISTURBED,NOT_DISTURBED,0.82691795,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_6694.jpg
11161,NOT_DISTURBED,NOT_DISTURBED,0.9774778,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_11161.jpg
3495,NOT_DISTURBED,NOT_DISTURBED,0.9959174,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_3495.jpg
2070,NOT_DISTURBED,NOT_DISTURBED,0.969599,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_2070.jpg
11606,NOT_DISTURBED,DISTURBED,0.530795,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_11606.jpg
11263,NOT_DISTURBED,DISTURBED,0.89202076,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_11263.jpg
3479,NOT_DISTURBED,DISTURBED,0.63327706,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_3479.jpg
10844,NOT_DISTURBED,DISTURBED,0.9903898,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_10844.jpg
2068,NOT_DISTURBED,DISTURBED,0.7182221,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_2068.jpg
2904,NOT_DISTURBED,DISTURBED,0.8361293,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_2904.jpg
10899,NOT_DISTURBED,DISTURBED,0.5585952,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_10899.jpg
8199,NOT_DISTURBED,DISTURBED,0.6434154,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8199.jpg
7463,NOT_DISTURBED,DISTURBED,0.6700746,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_7463.jpg
11966,NOT_DISTURBED,DISTURBED,0.6282095,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_11966.jpg
1431,NOT_DISTURBED,DISTURBED,0.62928104,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_1431.jpg
2334,NOT_DISTURBED,DISTURBED,0.7414146,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_2334.jpg
12685,NOT_DISTURBED,DISTURBED,0.5450899,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_12685.jpg
10546,NOT_DISTURBED,DISTURBED,0.9417262,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_10546.jpg
12680,NOT_DISTURBED,DISTURBED,0.5723236,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_12680.jpg
7798,NOT_DISTURBED,DISTURBED,0.5702955,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_7798.jpg
4902,NOT_DISTURBED,DISTURBED,0.58350533,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_4902.jpg
4330,NOT_DISTURBED,DISTURBED,0.8096232,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_4330.jpg
2911,NOT_DISTURBED,DISTURBED,0.5928053,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_2911.jpg
9870,NOT_DISTURBED,DISTURBED,0.56653166,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_9870.jpg
1356,NOT_DISTURBED,DISTURBED,0.7241115,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_1356.jpg
3783,NOT_DISTURBED,DISTURBED,0.5569412,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_3783.jpg
8385,NOT_DISTURBED,DISTURBED,0.5213998,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8385.jpg
8992,NOT_DISTURBED,DISTURBED,0.6635626,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_8992.jpg
13276,NOT_DISTURBED,DISTURBED,0.8435833,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_13276.jpg
9982,DISTURBED,NOT_DISTURBED,0.94766986,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_9982.jpg
11117,DISTURBED,NOT_DISTURBED,0.5287298,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_11117.jpg
8024,DISTURBED,NOT_DISTURBED,0.83777624,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8024.jpg
8036,DISTURBED,NOT_DISTURBED,0.5074648,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8036.jpg
11525,DISTURBED,NOT_DISTURBED,0.7708609,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_11525.jpg
2413,DISTURBED,NOT_DISTURBED,0.753015,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_2413.jpg
11120,DISTURBED,NOT_DISTURBED,0.7159344,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_11120.jpg
13656,DISTURBED,NOT_DISTURBED,0.52888167,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_13656.jpg
10758,DISTURBED,NOT_DISTURBED,0.61913,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_10758.jpg
11359,DISTURBED,NOT_DISTURBED,0.8416855,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_11359.jpg
5178,DISTURBED,NOT_DISTURBED,0.54444104,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_5178.jpg
5370,DISTURBED,NOT_DISTURBED,0.5657788,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_5370.jpg
2483,DISTURBED,NOT_DISTURBED,0.91744745,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_2483.jpg
3830,DISTURBED,NOT_DISTURBED,0.7497184,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_3830.jpg
8605,DISTURBED,NOT_DISTURBED,0.723153,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8605.jpg
8002,DISTURBED,NOT_DISTURBED,0.87875885,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_8002.jpg
13399,DISTURBED,NOT_DISTURBED,0.9748589,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_13399.jpg
8141,DISTURBED,NOT_DISTURBED,0.5841621,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_8141.jpg
13661,DISTURBED,NOT_DISTURBED,0.95259535,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_13661.jpg
3862,DISTURBED,NOT_DISTURBED,0.96246904,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_3862.jpg
10526,DISTURBED,NOT_DISTURBED,0.95584214,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_10526.jpg
9256,DISTURBED,NOT_DISTURBED,0.99116606,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_9256.jpg
14019,DISTURBED,NOT_DISTURBED,0.8375271,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_14019.jpg
14307,DISTURBED,NOT_DISTURBED,0.6818853,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_14307.jpg
8323,DISTURBED,NOT_DISTURBED,0.8344038,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8323.jpg
10699,DISTURBED,DISTURBED,0.9998312,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_10699.jpg
5308,DISTURBED,DISTURBED,0.5206701,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_5308.jpg
6198,DISTURBED,DISTURBED,0.61680454,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_6198.jpg
2857,DISTURBED,DISTURBED,0.84170306,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_2857.jpg
13511,DISTURBED,DISTURBED,0.99614763,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_13511.jpg
4815,DISTURBED,DISTURBED,0.5983116,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_4815.jpg
11342,DISTURBED,DISTURBED,0.8374116,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_11342.jpg
14023,DISTURBED,DISTURBED,0.7815082,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_14023.jpg
3704,DISTURBED,DISTURBED,0.7327871,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_3704.jpg
10843,DISTURBED,DISTURBED,0.7130467,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_10843.jpg
6854,DISTURBED,DISTURBED,0.9527952,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_6854.jpg
14374,DISTURBED,DISTURBED,0.9996107,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_14374.jpg
6883,DISTURBED,DISTURBED,0.99371547,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_6883.jpg
10694,DISTURBED,DISTURBED,0.5306192,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_10694.jpg
11098,DISTURBED,DISTURBED,0.75426257,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_11098.jpg
12443,DISTURBED,DISTURBED,0.6807267,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_12443.jpg
13560,DISTURBED,DISTURBED,0.99696547,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_13560.jpg
11370,DISTURBED,DISTURBED,0.57794535,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_11370.jpg
9179,DISTURBED,DISTURBED,0.7393094,F444W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F444W/F444W_9179.jpg
8683,DISTURBED,DISTURBED,0.8196793,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8683.jpg
13063,DISTURBED,DISTURBED,0.9846689,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_13063.jpg
13383,DISTURBED,DISTURBED,0.95218426,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_13383.jpg
11574,DISTURBED,DISTURBED,0.99898607,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_11574.jpg
14471,DISTURBED,DISTURBED,0.98585945,F150W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F150W/F150W_14471.jpg
8075,DISTURBED,DISTURBED,0.6286271,F277W,/n03data/huertas/COSMOS-Web/zoobot/stamps_ilbert/F277W/F277W_8075.jpg
